#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
270350	2290	2661	108580	108930	-	-	FOXG1	GDF9	BF1|BF2|FHKL3|FKH2|FKHL1|FKHL2|FKHL3|FKHL4|FOXG1A|FOXG1B|FOXG1C|HBF-1|HBF-2|HBF-3|HBF-G2|HBF2|HFK1|HFK2|HFK3|KHL2|QIN	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P55316	-	NP_005240	O60383	B4DXG3	NP_001275753|NP_001275754|NP_001275755|NP_001275756|NP_001275757|NP_005251	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270351	2512	2495	108789	108773	-	OK/SW-cl.84	FTL	FTH1	LFTD|NBIA3	FHC|FTH|FTHL6|HFE5|PIG15|PLIF	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P02792	-	NP_000137	P02794	A0A024R525	NP_002023	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270352	2512	5764	108789	111731	-	-	FTL	PTN	LFTD|NBIA3	HARP|HBGF8|HBNF|NEGF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P02792	-	NP_000137	P21246	A0A024R778	NP_002816	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270353	64400	445	122157	106937	-	RP11-618A20.2	AKTIP	ASS1	FT1|FTS	ASS|CTLN1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9H8T0	A0A024R6T5|A0A024R6S6	NP_001012398|NP_001295254|NP_071921	P00966	Q5T6L4	NP_446464|NP_000041	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270354	2521	3276	108797	109512	-	-	FUS	PRMT1	ALS6|ETM4|FUS1|HNRNPP2|POMP75|TLS	ANM1|HCP1|HRMT1L2|IR1B4	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P35637	Q6IBQ5|Q13344	NP_004951|NP_001164105|NP_001164408	Q99873	A0A087X1W2|B4DJ87|H7C2I1	NP_001193971|NP_938074|NP_001527	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270355	8087	1400	113760	107790	-	-	FXR1	CRMP1	FXR1P	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P51114	-	NP_001350811|NP_005078|NP_001013456|NP_001013457	Q14194	E9PD68|X5DNI1|Q96I11|B3KV96|B3KT07	NP_001304|NP_001014809|NP_001275591|NP_001275590	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270356	8087	2634	113760	108904	-	-	FXR1	GBP2	FXR1P	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P51114	-	NP_001350811|NP_005078|NP_001013456|NP_001013457	P32456	Q8TCE5	NP_004111	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270357	8087	57562	113760	121617	-	-	FXR1	KIAA1377	FXR1P	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P51114	-	NP_001350811|NP_005078|NP_001013456|NP_001013457	Q9P2H0	-	NP_065853	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270358	53826	84060	119799	123855	UNQ521/PRO1056	-	FXYD6	RBM48	-	C7orf64|DKFZP564O0523|HSPC304	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9H0Q3	A0A024R3J8	NP_001158303|NP_001158304|NP_071286|NP_001158309|NP_001158308	Q5RL73	-	NP_115496	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270359	53826	2661	119799	108930	UNQ521/PRO1056	-	FXYD6	GDF9	-	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9H0Q3	A0A024R3J8	NP_001158303|NP_001158304|NP_071286|NP_001158309|NP_001158308	O60383	B4DXG3	NP_001275753|NP_001275754|NP_001275755|NP_001275756|NP_001275757|NP_005251	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270360	2638	79577	108908	122724	-	-	GC	CDC73	DBP|DBP/GC|GRD3|HEL-S-51|VDBG|VDBP	C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P02774	-	NP_000574|NP_001191235|NP_001191236	Q6P1J9	-	NP_078805	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270361	2638	55791	108908	120905	-	RP11-96K19.1	GC	LRIF1	DBP|DBP/GC|GRD3|HEL-S-51|VDBG|VDBP	C1orf103|RIF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P02774	-	NP_000574|NP_001191235|NP_001191236	Q5T3J3	-	NP_060842|NP_001006946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270362	2647	5764	108917	111731	-	-	BLOC1S1	PTN	BLOS1|GCN5L1|MICoA|RT14	HARP|HBGF8|HBNF|NEGF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P78537	-	NP_001478	P21246	A0A024R778	NP_002816	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270363	2653	84289	108923	124016	-	-	GCSH	ING5	GCE|NKH	p28ING5	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P23434	-	NP_004474	Q8WYH8	-	NP_001317090|NP_001317091|NP_115705	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270364	2653	7704	108923	113498	-	-	GCSH	ZBTB16	GCE|NKH	PLZF|ZNF145	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P23434	-	NP_004474	Q05516	A0A024R3C6	NP_001018011|NP_005997	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270365	79760	10524	122869	115779	-	-	GEMIN7	KAT5	SIP3	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9H840	-	NP_001007270|NP_001007271|NP_078983	Q92993	A0A024R597|A0A024R5E8	NP_006379|NP_001193762|NP_874368|NP_874369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270366	10249	84060	115543	123855	-	-	GLYAT	RBM48	ACGNAT|CAT|GAT	C7orf64|DKFZP564O0523|HSPC304	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q6IB77	-	NP_005829|NP_964011	Q5RL73	-	NP_115496	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270367	10249	9737	115543	115086	-	RP4-769N13.1	GLYAT	GPRASP1	ACGNAT|CAT|GAT	GASP|GASP-1|GASP1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q6IB77	-	NP_005829|NP_964011	Q5JY77	-	NP_001092881|NP_055525|NP_001092880|NP_001171656	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270368	10249	5764	115543	111731	-	-	GLYAT	PTN	ACGNAT|CAT|GAT	HARP|HBGF8|HBNF|NEGF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q6IB77	-	NP_005829|NP_964011	P21246	A0A024R778	NP_002816	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270369	2771	22142	109033	204372	-	-	GNAI2	Tuba1a	GIP|GNAI2B|H_LUCA15.1|H_LUCA16.1	Tuba-1|Tuba1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	10090	High Throughput	2.0	-	-	-	BIOGRID	P04899	B3KX51|B3KP24	NP_001159897|NP_002061|NP_001269548|NP_001269549|NP_001269546|NP_001269547	P68369	-	NP_035783	-	-	-	-	-	-	Homo sapiens	Mus musculus
270370	2783	826	109045	107276	-	-	GNB2	CAPNS1	-	CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P62879	Q6FHM2	NP_005264	P04632	-	NP_001003962|NP_001740|NP_001289561|NP_001289562	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270371	2804	57562	109066	121617	-	-	GOLGB1	KIAA1377	GCP|GCP372|GOLIM1	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q14789	F1T0J2	NP_004478|NP_001243416|NP_001243417|NP_001243415|NP_001353212|NP_001353213|NP_001353211	Q9P2H0	-	NP_065853	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270372	2804	362598	109066	263568	-	-	GOLGB1	Sh3d21	GCP|GCP372|GOLIM1	RGD1305090	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	10116	High Throughput	2.0	-	-	-	BIOGRID	Q14789	F1T0J2	NP_004478|NP_001243416|NP_001243417|NP_001243415|NP_001353212|NP_001353213|NP_001353211	-	B1WC96|F6PUS4	NP_001156007	-	-	-	-	-	-	Homo sapiens	Rattus norvegicus
270373	2804	5217	109066	111238	-	-	GOLGB1	PFN2	GCP|GCP372|GOLIM1	D3S1319E|PFL	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q14789	F1T0J2	NP_004478|NP_001243416|NP_001243417|NP_001243415|NP_001353212|NP_001353213|NP_001353211	P35080	-	NP_002619|NP_444252	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270374	51280	6118	119432	112038	RP11-379P1.3	RP4-547C9.3	GOLM1	RPA2	C9orf155|GOLPH2|GP73|HEL46|PSEC0257|bA379P1.3	REPA2|RP-A p32|RP-A p34|RPA32	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q8NBJ4	B3KNK9	NP_808800|NP_057632	P15927	B4DUL2	NP_001342057|NP_002937|NP_001284487|NP_001342058|NP_001273005	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270375	9568	6457	114938	112354	-	-	GABBR2	SH3GL3	GABABR2|GPR51|GPRC3B|HG20|HRIHFB2099	CNSA3|EEN-B2|HsT19371|SH3D2C|SH3P13	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	O75899	H9NIL8	NP_005449	Q99963	A0A024R215	NP_001288037|NP_001288038|NP_001311116|NP_001311115|NP_001311114|NP_001311113|NP_001311112|NP_001311111|NP_003018	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270376	81488	347	123498	106844	-	-	POLR2M	APOD	GCOM1|GRINL1A|Gdown|Gdown1	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P0CAP2|P0CAP1|Q6EEV4	-	NP_001018112|NP_056347	P05090	-	NP_001638	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270377	81488	8525	123498	114095	-	-	POLR2M	DGKZ	GCOM1|GRINL1A|Gdown|Gdown1	DAGK5|DAGK6|DGK-ZETA|hDGKzeta	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P0CAP2|P0CAP1|Q6EEV4	-	NP_001018112|NP_056347	Q13574	-	NP_003637|NP_001099010|NP_963291|NP_963290|NP_001186195|NP_001186197|NP_001186196	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270378	81488	57562	123498	121617	-	-	POLR2M	KIAA1377	GCOM1|GRINL1A|Gdown|Gdown1	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P0CAP2|P0CAP1|Q6EEV4	-	NP_001018112|NP_056347	Q9P2H0	-	NP_065853	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270379	81488	83759	123498	123760	-	-	POLR2M	RBM4B	GCOM1|GRINL1A|Gdown|Gdown1	RBM30|RBM4L|ZCCHC15|ZCCHC21B|ZCRB3B	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P0CAP2|P0CAP1|Q6EEV4	-	NP_001018112|NP_056347	Q9BQ04	E9PLB0	NP_001273064|NP_113680	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270380	81488	5701	123498	111674	-	-	POLR2M	PSMC2	GCOM1|GRINL1A|Gdown|Gdown1	MSS1|Nbla10058|S7	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P0CAP2|P0CAP1|Q6EEV4	-	NP_001018112|NP_056347	P35998	B7Z571	NP_001191382|NP_002794	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270381	81488	6130	123498	112050	-	RP11-244N20.10-004	POLR2M	RPL7A	GCOM1|GRINL1A|Gdown|Gdown1	L7A|SURF3|TRUP	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P0CAP2|P0CAP1|Q6EEV4	-	NP_001018112|NP_056347	P62424	-	NP_000963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270382	2934	10040	109189	115352	RP11-477J21.1	-	GSN	TOM1L1	ADF|AGEL	OK/KNS-CL.3|SRCASM	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P06396	B7Z4U6	NP_001121138|NP_001121139|NP_001121134|NP_001121135|NP_001121136|NP_001121137|NP_937895|NP_001340007|NP_001340006|NP_001340005|NP_001340004|NP_001340003|NP_001340002|NP_001340001|NP_001340000|NP_001339982|NP_001339983|NP_001339986|NP_001339987|NP_001339984|NP_001339985|NP_001339988|NP_001339989|NP_000168|NP_001244958|NP_001244959|NP_001339999|NP_001339998|NP_001339995|NP_001339994|NP_001339997|NP_001339996|NP_001339991|NP_001339990|NP_001339993|NP_001339992	O75674	B7Z9E2	NP_001308102|NP_001308103|NP_005477|NP_001308104|NP_001308105	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270383	2948	333	109203	106830	-	-	GSTM4	APLP1	GSTM4-4|GTM4	APLP	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q03013	-	NP_000841|NP_671489	P51693	-	NP_001019978|NP_005157	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270384	2948	51003	109203	119211	-	CGI-125	GSTM4	MED31	GSTM4-4|GTM4	3110004H13Rik|Soh1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q03013	-	NP_000841|NP_671489	Q9Y3C7	-	NP_057144	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270385	2948	84966	109203	124396	-	RP11-121A23.1	GSTM4	IGSF21	GSTM4-4|GTM4	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q03013	-	NP_000841|NP_671489	Q96ID5	-	NP_116269	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270386	2948	7704	109203	113498	-	-	GSTM4	ZBTB16	GSTM4-4|GTM4	PLZF|ZNF145	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q03013	-	NP_000841|NP_671489	Q05516	A0A024R3C6	NP_001018011|NP_005997	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270387	2950	56902	109205	121232	-	-	GSTP1	PNO1	DFN7|FAEES3|GST3|GSTP|HEL-S-22|PI	KHRBP1|RRP20	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P09211	V9HWE9	NP_000843	Q9NRX1	-	NP_001316845|NP_001316846|NP_064528	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270388	2962	9638	109217	114997	-	-	GTF2F1	FEZ1	BTF4|RAP74|TF2F1|TFIIF	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P35269	-	NP_002087	Q99689	-	NP_005094|NP_072043	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270389	2962	5764	109217	111731	-	-	GTF2F1	PTN	BTF4|RAP74|TF2F1|TFIIF	HARP|HBGF8|HBNF|NEGF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P35269	-	NP_002087	P21246	A0A024R778	NP_002816	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270390	2965	54462	109220	119968	-	NPD012	GTF2H1	CCSER2	BTF2|P62|TFB1|TFIIH	FAM190B|Gcap14|KIAA1128|bA486O22.1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P32780	-	NP_001135779|NP_005307	Q9H7U1	-	NP_001271170|NP_001271171|NP_061872|NP_001271172|NP_001271169	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270391	22927	3276	116587	109512	RP11-172F4.4	-	HABP4	PRMT1	IHABP-4|IHABP4|Ki-1/57|SERBP1L	ANM1|HCP1|HRMT1L2|IR1B4	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q5JVS0	-	NP_055097	Q99873	A0A087X1W2|B4DJ87|H7C2I1	NP_001193971|NP_938074|NP_001527	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270392	22927	7431	116587	113272	RP11-172F4.4	RP11-124N14.1	HABP4	VIM	IHABP-4|IHABP4|Ki-1/57|SERBP1L	CTRCT30|HEL113	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q5JVS0	-	NP_055097	P08670	V9HWE1	NP_003371	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270393	3039	3043	109289	109293	-	-	HBA1	HBB	HBA-T3|HBH	CD113t-C|beta-globin	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P69905	D1MGQ2	NP_000549	P68871	D9YZU5	NP_000509	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270394	10542	9737	115796	115086	-	RP4-769N13.1	LAMTOR5	GPRASP1	HBXIP|XIP	GASP|GASP-1|GASP1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	O43504	-	NP_006393	Q5JY77	-	NP_001092881|NP_055525|NP_001092880|NP_001171656	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270395	10542	10813	115796	116026	-	RP4-537K23.16-001	LAMTOR5	UTP14A	HBXIP|XIP	NYCO16|SDCCAG16|dJ537K23.3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	O43504	-	NP_006393	Q9BVJ6	-	NP_006640|NP_001159693	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270396	10542	7704	115796	113498	-	-	LAMTOR5	ZBTB16	HBXIP|XIP	PLZF|ZNF145	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	O43504	-	NP_006393	Q05516	A0A024R3C6	NP_001018011|NP_005997	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270397	10014	11337	115331	116465	-	HT004	HDAC5	GABARAP	HD5|NY-CO-9	ATG8A|GABARAP-a|MM46	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9UQL6	-	NP_005465|NP_001369322|NP_001015053	O95166	Q6IAW1	NP_009209	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270398	3117	333	109362	106830	DAQB-109B10.1	-	HLA-DQA1	APLP1	CD|CELIAC1|DQ-A1|GSE|HLA-DQA	APLP	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P01909	Q8MH44|Q08AS3|Q30063|Q5Y7H0|L8E864|Q5Y7D2	NP_002113	P51693	-	NP_001019978|NP_005157	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270399	3117	6456	109362	112353	DAQB-109B10.1	-	HLA-DQA1	SH3GL2	CD|CELIAC1|DQ-A1|GSE|HLA-DQA	CNSA2|EEN-B1|SH3D2A|SH3P4	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P01909	Q8MH44|Q08AS3|Q30063|Q5Y7H0|L8E864|Q5Y7D2	NP_002113	Q99962	Q7Z376	NP_003017	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270400	83444	975	123646	107413	-	-	INO80B	CD81	HMGA1L4|HMGIYL4|IES2|PAP-1BP|PAPA-1|ZNHIT4|hIes2	CVID6|S5.7|TAPA1|TSPAN28	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9C086	-	NP_112578	P60033	A0A024RCB7|E9PJK1	NP_004347|NP_001284578	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270401	3146	11161	109389	116332	RP11-550P23.1	AD-011	HMGB1	C14orf1	HMG1|HMG3|SBP-1	ERG28|NET51	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P09429	A0A024RDR0|Q5T7C4	NP_001357270|NP_001350590|NP_001357269|NP_001357268|NP_002119|NP_001300821|NP_001300822	Q9UKR5	Q86TW5|Q6FII3	NP_009107	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270402	3146	1400	109389	107790	RP11-550P23.1	-	HMGB1	CRMP1	HMG1|HMG3|SBP-1	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P09429	A0A024RDR0|Q5T7C4	NP_001357270|NP_001350590|NP_001357269|NP_001357268|NP_002119|NP_001300821|NP_001300822	Q14194	E9PD68|X5DNI1|Q96I11|B3KV96|B3KT07	NP_001304|NP_001014809|NP_001275591|NP_001275590	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270403	3163	10980	109406	116176	-	-	HMOX2	COPS6	HO-2	CSN6|MOV34-34KD	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P30519	A0A087WT44|B3KSE0	NP_001120676|NP_001120677|NP_002125|NP_001273200|NP_001120678|NP_001273196|NP_001273197|NP_001273198|NP_001273199	Q7L5N1	-	NP_006824	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270404	3163	9737	109406	115086	-	RP4-769N13.1	HMOX2	GPRASP1	HO-2	GASP|GASP-1|GASP1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P30519	A0A087WT44|B3KSE0	NP_001120676|NP_001120677|NP_002125|NP_001273200|NP_001120678|NP_001273196|NP_001273197|NP_001273198|NP_001273199	Q5JY77	-	NP_001092881|NP_055525|NP_001092880|NP_001171656	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270405	3163	9869	109406	115202	-	RP11-316M1.1	HMOX2	SETDB1	HO-2	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P30519	A0A087WT44|B3KSE0	NP_001120676|NP_001120677|NP_002125|NP_001273200|NP_001120678|NP_001273196|NP_001273197|NP_001273198|NP_001273199	Q15047	-	NP_001353346|NP_001353347|NP_001230420|NP_036564|NP_001138887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270406	56944	9638	121268	114997	PSEC0035	-	OLFML3	FEZ1	HNOEL-iso|OLF44	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9NRN5	M1LAK4|B4DNG0	NP_001273281|NP_001273282|NP_064575	Q99689	-	NP_005094|NP_072043	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270407	56944	9869	121268	115202	PSEC0035	RP11-316M1.1	OLFML3	SETDB1	HNOEL-iso|OLF44	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9NRN5	M1LAK4|B4DNG0	NP_001273281|NP_001273282|NP_064575	Q15047	-	NP_001353346|NP_001353347|NP_001230420|NP_036564|NP_001138887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270408	3189	7276	109430	113127	-	-	HNRNPH3	TTR	2H9|HNRPH3	CTS|CTS1|HEL111|HsT2651|PALB|TBPA	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P31942	Q53F48|A0A024QZP1|A0A024QZK8	NP_001309365|NP_001309367|NP_001309366|NP_001309363|NP_001309372|NP_001309373|NP_001309370|NP_001309371|NP_001309369|NP_001309368|NP_067676|NP_036339	P02766	E9KL36	NP_000362	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270409	11078	7431	116261	113272	HRIHFB2122	RP11-124N14.1	TRIOBP	VIM	DFNB28|TAP68|TARA|dJ37E16.4	CTRCT30|HEL113	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9H2D6	-	NP_008963|NP_619538|NP_001034230	P08670	V9HWE1	NP_003371	-	-	-	-	-	-	Homo sapiens	Homo sapiens
